Topic,Count,Name,Representation,Representative_Docs,Total_Likes,Average_Likes
276,20,276_fursuit_liminal_poodling_plussize,"['fursuit', 'liminal', 'poodling', 'plussize', 'handsome', 'venture', 'portraits', 'mek', 'unnerving', 'httpsfurrybellyhubcarrdco']","['🐻 In Real Life Fursuit “Poodling” Content, for those who would like to venture more into the plus-size community and its beautiful and handsome people! (VIDEOS ONLY)\r\n\r\nMore Info: https://furrybellyhub.carrd.co/', 'This is a feed for Liminal or unnervingly portraiture.  Look below for the best words to use for this feed:\n\n""liminalportraits"" ""liminalportrait"" ""liminal portrait"" ""liminal portraits"" ""liminal headshot"" ""weird portraits"" ""unnerving portrait"" ""unnerving portraits""', '🐻 In Real Life Fursuit “Poodling” Content, for those who would like to venture more into the plus-size community and its beautiful and handsome people! (REPLIES ONLY)\n\nMore Info: furrybellyhub.carrd.co']",145,7.25
277,20,277_test_testibg_meh_epic,"['test', 'testibg', 'meh', 'epic', 'ask', '', '', '', '', '']","['test', 'Test', 'test']",6,0.3
278,20,278_sheith_standupcomedy_clips_youtube,"['sheith', 'standupcomedy', 'clips', 'youtube', 'overflow', '20231224', 'jimmykimmel', 'curtashi', 'adashi', 'compulsively']","['Anyone can use #StandUpComedy or #StandUpComedian to add a video post here', ""A feed for stand up comedians to showcase their work! \r\n\r\nUse the hashtag #standupcomedy to add your video to this feed. \r\n\r\nDM me if you'd like your entire profile and all future videos to be included in this feed."", 'Feed with extra filters for Sheith community content from Voltron. \n\nPicks up any post containing the word ""sheith"" but not ""klance"", ""shance"", ""shurtis"", ""adashi"", ""curtashi"", ""anti"", and removes content from users on the Sheith Feed Mute List. Please contact ElfGrove with needed adjustments.']",123,6.15
279,20,279_pixel_nomad_stamps_sculpt,"['pixel', 'nomad', 'stamps', 'sculpt', 'iron', 'cast', 'communitysharing', 'cookware', 'emma2588', 'riggingcutting']","['Discover the hottest trends in Pixel Art! From retro vibes to modern masterpieces — stay inspired, stay creative.\n#pixelart pixel art', ""A curated feed for the MYOG (Make Your Own Gear) community—sharing DIY backpacking gear, ultralight hacks, sewing patterns, material sourcing, and build inspiration. Whether you're crafting a custom pack or testing new fabric tech, this is your space to create, experiment and share!"", 'A simple, chronological feed of any posts that use the #nomadsculpt hashtag or the phrase, ""Nomad Sculpt.""  Nomad Sculpt is a fun, 3D sculpting app that runs natively on tablets.  Likes and popularity don\'t matter in this feed -- just what\'s new.  @nomadsculpt.com']",409,20.45
280,20,280_seo_bluewavesocial_tidbit_wrightmiles,"['seo', 'bluewavesocial', 'tidbit', 'wrightmiles', 'skiers', 'overviews', 'raining', 'servicesnotifications', 'mitsunarubsky', 'liegner']","['In the amidst of raining night, here stand the Liegner Tavern.', 'The most popular news stories on Blue Sky in the past 12 hours based the repost count. \n\nThese are the news stories that Skiers reposted the most.', 'The SEO Feed on Bluesky is where pros and enthusiasts connect to share tips, trends, and insights about search engine optimization: SEO News, AI Overviews, Search GPT, and more!']",145,7.25
281,20,281_saucecat_redesigned_classes_roles,"['saucecat', 'redesigned', 'classes', 'roles', 'dragonrelated', 'cavythrum', 'draconis', 'erasercat', 'bkdkbnha', 'cowols']","[""Collecting all the #What-ifMachina artworks in one feed.\n\nIn this series, I redesigned Critical Role's Vox Machina as different classes"", '🖤 EraserCat is my yumeship with Aizawa Shouta from BNHA !!! \n\nWelcome to their silly world where I kinda just draw whatever I want\n\n🔞 Uploads will contain the following themes : Pet Play . BDSM . Daddykink . Oc x Canon', ""My ff14 phone photos while I go through all sorts of quests and events!\n\nMeet my viera, Locaria Cavythrum as she makes her way through this star with her cowols, Zokira and Royce [my friends' wols] <3""]",253,12.65
282,20,282_codes_dropout_invite_peoples,"['codes', 'dropout', 'invite', 'peoples', 'elgato', 'httpstmecally45previews', 'givers', 'gracious', 'liekely', 'beyblade']","['A feed to found peoples sharing invite codes', ""⚠ WIP experimental feed\n\nFor livestreaming / livestreamers. OBS Studio, Elgato, the equipment & setups instead of people's channels.\n\nCollaborative feed contributors:\n@hilarybaumann.com & @pozzitrev.bsky.social \ncreated using skyfeed.app"", ""If you're looking for invite codes for your desperate friends, then this feed is liekely to have the gracious code givers.""]",74,3.7
283,20,283_splatoon_markhyuckist_yona_tauren,"['splatoon', 'markhyuckist', 'yona', 'tauren', 'akatsuki', 'mihist', 'mahae', 'mahaeist', 'splatoonart', 'markhyuck']","['A splatoon trending feed', ""A feed for Splatoon art and media. This will collect posts tagged with Splatoon, SplatoonArt, SplatoonOC, Splatsona, and Coroika. It'll pick it up with or without hashtags.\nPin this feed to have it show up as a link on your home page.\n\nLike and share to help promote the Splatoon Artist community!"", 'Special feeds for Markhyuckist\r\nPosted, or QRT with the keyword in below\r\n#markhyuck , markhyuck , #mahae , mahae , #mahaeist , mahaeist , markhyuckist , #markhyuckist , #mihist , mihist \r\n\r\nEXCLUDE words boypussy, bp, BP in POSTS or QRT']",1140,57.0
284,20,284_goo_gootf_rubber_possession,"['goo', 'gootf', 'rubber', 'possession', 'tentacles', 'slutdog', 'furries', 'latex', 'nudes', 'horny']","[""No #hashtags here. This is pulled from a list of users that are safe for work and furries. It's hard to find less suggestive furries on here without bumping into nsfw or slighly fetishy images at times. Wish me luck in this list."", ""Use 'gooTF', or 'furry' and either of 'rubber', 'latex' or 'goo' in your skeet to appear here.\r\n(No hashtag necessary, can be in alt text, 'goo' must be a word by itself.)\r\n\r\nExample: A post that mentions 'rubbergoo' (-> rubber) and '#FurryArt' (-> furry)\r\n\r\nMild moderation against spam/underage and AI."", '🤍 Latex 🤍 Rubber 🤍 Goo 🤍 Nulges 🤍 Pooltoys 🤍 Tentacles 🤍 Etc\n\n⬇ Use these tags to be showen in feed ⬇\n#latexfur #rubberfur #gootf #goopy \n#gooey #nulge #pooltoy #tentacles \n#symbiote #hypnofur #livingsuit']",6111,305.55
285,20,285_artifedexs_cors_liveries_gt7,"['artifedexs', 'cors', 'liveries', 'gt7', 'dobescrusher', 'rialracingroots', 'rrrlivery', 'wad', 'kjdragon70s', 'ishaway']","['Explore the art of Origami with tutorials, tips, and inspiration to create beautiful paper sculptures and enhance your folding skills!', ""Hop aboard the Forge Wagon to look at Cor's journey into artistic expression with 3d printing, miniature painting and CAD design"", ""I make paint schemes, or liveries, in Gran Turismo 7 and on rare occasion dabble in doing so for PC racing games. If I remember to post them here, you'll see them on this feed. My PSN ID is RialRacingRoots if you want to use what i make for GT7. Look for #RRRLivery to see it on the feed.""]",70,3.5
286,20,286_private_cyber_eljefedsecuritbskysocial_flirting,"['private', 'cyber', 'eljefedsecuritbskysocial', 'flirting', 'lte', '5g', 'kindread', 'macgyverism', 'macgyver', 'snags']","['Private feed', 'Private feed', 'Private feed']",18,0.9
287,20,287_place_one_vermontart_perler,"['place', 'one', 'vermontart', 'perler', 'convenient', 'bead', 'neatly', 'packed', 'consistent', 'gathered']","['All of my art in one place!', 'All of my art in one place!', 'All of my art in one place!']",45,2.25
288,19,288_sir_alivekasumi_solasta_charmuro,"['sir', 'alivekasumi', 'solasta', 'charmuro', 'kingdom', 'dead', 'scrolls', 'elder', 'amuroray', 'divish']","['A feed that reunites posts about Solasta - Crown of the Magister and Solasta II.', 'An exhaustive feed dedicated to the ""Kromander"", the ""Clock Lady"" herself, ""Quasonii"" and ""Kronya"" even...\n\nhololive English -Promise-\'s Warden of Time!~\nOURO KRONII\n\nKroniichiwa, kronie.\nStream Souten Ni Moyu.\n\n#ourokronii #kronilust #krotime #クロニーラ #krossets #kroniijokes #OKTK', 'Kingdom Come: Deliverance, Warhorse Studios, Sir Radzig, Sir Divish, Stephanie, Sir Hanush, Sir Hans Capon, Sigismund, Wenceslas IV, Skalitz, Talmberg, Rattay, Sasau, Pribyslawitz...']",157,8.26
289,19,289_30ms_biwa_kshoot_mania,"['30ms', 'biwa', 'kshoot', 'mania', 'thatskybot', 'japanese', 'dj', 'sisters', 'ff7r', '20250320']","['ThatSkyBot についての説明や、使い方などをまとめたフィードです。\n\nThis is a feed that summarizes explanations about ThatSkyBot and how to use it.', '30 Minutes Sisters 非 公式ファンフィードです\n#30MS と記載されたポストを自動収集します\n\nUNofficial Feed for gathering 30 Minutes Sisters build posts \nPost your builds with #30MS and we all can share Likes much more easily', '琵琶は中央アジアからシルクロードを通って、日本に伝来した楽器である。\nThe biwa is musical instrument that came to Japan from Central Asia via the Silk Road.\n 奈良時代には伝来し、現代までに日本の風土に合わせた多種多様な琵琶がある。\nIt was introduced in the Nara period, and up to the present day there are a wide variety of biwa that are tailored to the Japanese climate.']",146,7.68
290,19,290_apptweak_onomastics_android_aso,"['apptweak', 'onomastics', 'android', 'aso', 'optimization', 'someones', 'store', 'apps', 'reminder', 'tired']","['A feed focused on the latest in Android app development, trends, updates, and reviews. Stay in-the-know on new apps, UX/UI design, and mobile innovation.', 'Stay ahead in the world of mobile apps with this curated feed featuring the latest on App Store Optimization!', 'ASO (App Store Optimization) watch feed. Gathers post containing ASO - related words. Add ""apptweak"" or ""app store optimisation"" in your skeet to have it included.']",95,5.0
291,19,291_democrats_protests_dcstatehood_cosponsor,"['democrats', 'protests', 'dcstatehood', 'cosponsor', 'gop', 'dems', 'democrat', 'acct', 'bills', 'senate']","['Most popular from House Democrats in the past 24 hours. Excludes top 5 (AOC, Crockett, Jeffries, Raskin, Swalwell).\nSee what messaging from lesser known voices is breaking through.', ""Senate Democrats betrayed you by granting the fascist GOP unanimous consent to speed along their nominations and bills. From day one of this regime they've been play acting like they don't understand how to use basic obstruction tactics.\n\nI haven't shut up about it."", 'These US politicians currently side with 100% of GOP pro JimCrow/KKK’s evil ongoing “no n****rs voting in the US Senate” US #23A “Compromise” tyranny, so refuse to cosponsor current #DCstatehood bills #HR51 & #S51.\n\nDems here who cosponsor #DCstatehood will be removed from here & added to “Big Dems”']",274,14.42
292,19,292_cd_blcd_taehyungyoongi_hanekawa,"['cd', 'blcd', 'taehyungyoongi', 'hanekawa', 'toonami', 'xuanyu', 'oshi', 'taejin', 'taegi', 'jujutsu']","['For all TAEJIN and JINV BRomance Witness with delulu Heart Mind and Soul, Lets be The TAEJIN moments witness TOGETHER ~ // Made at BlueskyFeeds.com', 'Feed for all things Mo Xuanyu from mdzs & cql.\n\nTo have a post show up in the feed use ""Mo Xuanyu"" or ""#moxuanyu"" in the original post or alt text of an image.\n\nAlso tracks the ships chengyu, sangyu, xueyu, xianyu, wangyu and yaoyu, if you have any you want me to add ask @skittishkittklk', 'This is a feed for all things JP drama CD, BLCD, and otome cd. 🚫AI/NFT Tags: DramaCD, otomecd, BLCD, ドラマCD, blドラマCD, シチュエーションCD, トークcd // Made at BlueskyFeeds.com']",121,6.37
293,19,293_finished_frostbyte_talky_protogen,"['finished', 'frostbyte', 'talky', 'protogen', 'done', 'iteration', 'squeaky', 'ive', '4th', 'rat']","['My finished art ~', ""Finished squeaky clean art by yours, truly.\n(Or art which I'm proud of)"", ""FrostByte, the 4th iteration of my Protogen\nHere's all his art ^^""]",26,1.37
294,19,294_archive_tab_differents_blush,"['archive', 'tab', 'differents', 'blush', 'bing', 'ate', 'vorish', 'moodboard', 'boing', 'allcaps']","['archive of our own', 'archive', 'Archive']",66,3.47
295,19,295_demitf_zoiteki_nsfw_bugoc,"['demitf', 'zoiteki', 'nsfw', 'bugoc', 'demitransformation', 'insectoc', 'mothoc', 'nsfwspicy', 'insectart', 'fea']","['Artists who tag their works with: #DemiTF #Demi-TF or #DemiTransformation will be automatically added to this feed!\n\nDO NOTE: NSFW AND SFW CONTENT WILL BE SHARED WITHIN THIS LIST!\n(Check moderation settings to hide/view NSFW content!)', 'Art by DefilerWyrm. Contains a mix of SFW and NSFW—spicy more often than not!\n\nContents may include kink, #terato (aka #monsterfucking), Critical Role & MCU #fanart, visual shitposting, gore, cute animals, works in progress, and a LOT of dicks & butts.', 'I want to see your bug OCs!\n\nFor now includes both sfw and nsfw\nYour post may appear here as long as it contains one of the following words either in the body or alt text:\n-bugart -insectart -bugoc -insectoc -mothoc -insectoid -lepidoptera']",143,7.53
296,19,296_test___,"['test', '', '', '', '', '', '', '', '', '']","['test', 'test', 'A test']",0,0.0
297,19,297_cancer_oncology_communicator_radonc,"['cancer', 'oncology', 'communicator', 'radonc', 'informed', 'research', 'treatment', 'clinical', 'breakthroughs', 'sommerhaus']","['Updates from oncology journals and publications. Stay informed on the latest cancer research, breakthroughs and clinical advancements.', 'Cancer Communicator | Cancer Conference Hub #CancerNews', 'Latest posts and discussions about Cancer.']",64,3.37
298,19,298_om_februarty_calisthenics_system,"['om', 'februarty', 'calisthenics', 'system', 'wife', 'alittle', 'bts2025', 'beatthestreak', 'babygirlmingyu', 'algorithmdriven']","['Simple feed that fetches recent posts related to Calisthenics. Does not require a hashtag to function.\nAvoids overlaps by only looking for the term ""Calisthenics"".', 'A feed gathering #Archaeology posts on theme days: #MosaicMonday | #TombTuesday | #ReliefWednesday | #HillfortsWednesday \n| #FindsFriday | #StandingStoneSunday\n\nProfile image: Lanyon Quoit, Cornwall (via Wikimedia Commons)', 'OM SYSTEM posts from the last 7 days using the hashtag #omsystem. Created by OM SYSTEM Ambassador Matt Suess, this feed is not officially sponsored by OM SYSTEM. @mattsuessphoto.bsky.social']",130,6.84
299,19,299_akaart_minuszerro_minusecko_yeyeye,"['akaart', 'minuszerro', 'minusecko', 'yeyeye', 'someting', 'contemporaryart', 'supercorp', 'raptor', 'fineart', 'greensciencebro']","['A feed for fine art. Use #fineart or #contemporaryart in post.', 'Someting something just a feed for my art yeyeye', 'Art feed compiling all my finished art across both my MinusEcko and MinusZerro accounts. :D']",75,3.95
300,19,300_askhistorians_juni_jreg_httpswwwgrazesocialfeeds1519,"['askhistorians', 'juni', 'jreg', 'httpswwwgrazesocialfeeds1519', 'flairs', 'centricide', 'blogosphere', 'metazoo', 'rwartmonth', 'hipstsersmoothiecom']","['A feed that shows when people use the remind me bot! (also a way for juni to go through and make sure its consistently working)', 'A feed that searches for posts containing #Rstats OR #Rspatial OR #Quarto OR #QuartoPub in English', 'a feed for everything related to the youtuber jreg (mainly centricide stuff)\nstill a wip']",201,10.58
301,19,301_tristantristangaylordcom_curates_automatically_creations,"['tristantristangaylordcom', 'curates', 'automatically', 'creations', 'excluded', 'issues', 'contact', 'works', 'adobe', 'any']","['A feed that curates any Adobe InDesign Creations tagged with #InDesign , #InDesignWorks , or ""InDesign"". AI works are automatically excluded.\n\nPlease contact tristan@tristangaylord.com for any issues.', 'A feed that curates any Adobe Audition Creations tagged with #AdobeAudition , #AuditionWorks , or ""Adobe Audition"". AI works are automatically excluded.\n\nPlease contact tristan@tristangaylord.com for any issues.', 'A feed that curates any Adobe Illustrator Creations tagged with #AdobeIllustrator , #IllustratorWorks , or ""Adobe Illustrator"". AI works are automatically excluded.\n\nPlease contact tristan@tristangaylord.com for any issues.']",35,1.84
